ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
255-02-0592|639081867025|Diane|Johnson|F|41662 Atkins Club|Pleasantville|NJ|08232|39.3876|-74.5149|19292|Buyer, retail|1997-12-13|792440834950|adults_2550_female_urban.json
781-94-6806|501889219637|Ronald|Villarreal|M|8044 Harris Greens Suite 646|Camas|WA|98607|45.6058|-122.4142|27899|Chief Financial Officer|1973-12-08|615925500452|adults_50up_male_urban.json
495-37-8737|213160765817395|Vanessa|Sanders|F|5791 Cook Valleys|Lincolnton|NC|28092|35.4851|-81.1818|38570|Charity officer|1964-06-23|614590016113|adults_50up_female_urban.json
213-63-9723|4269789307466|Eric|Morgan|M|59960 Vaughn Throughway|Davenport|FL|33897|28.3112|-81.6643|40984|Surveyor, planning and development|1976-10-04|540284104445|adults_2550_male_urban.json
512-41-3863|377881161620289|Nicole|Martin|F|06728 Taylor Well Suite 604|San Bernardino|CA|92404|34.1426|-117.2606|236660|Commercial/residential surveyor|1996-07-25|791537663426|adults_2550_female_urban.json
278-67-5282|3592248395894770|Christine|Rivera|F|87056 Edward Cliff|Massapequa Park|NY|11762|40.6807|-73.4444|22360|Accountant, chartered public finance|1964-01-09|770138490771|adults_50up_female_urban.json
205-89-1538|180051097921584|Stephen|Cooper|M|44694 Weber Lodge|Atlanta|GA|30318|33.7865|-84.4454|900273|Forest/woodland manager|1985-05-21|595115445810|adults_2550_male_urban.json
676-26-1270|3513424912896590|Patricia|Vargas|F|973 Aaron Fort Apt. 192|Southfield|MI|48075|42.4638|-83.2255|75830|Customer service manager|1967-10-30|520398932410|adults_50up_female_urban.json
332-10-0856|4675481386667545|Ryan|Stewart|M|324 Mary Points|Lafayette|MN|56054|44.4073|-94.4365|923|Private music teacher|2002-01-04|762314146965|young_adults_male_rural.json
702-16-9141|6520575639836526|Timothy|Cowan|M|5830 Murphy Land|Anaheim|CA|92808|33.8579|-117.7513|354475|Forensic scientist|1987-07-10|665775741850|adults_2550_male_urban.json
035-83-4505|4604409079772781|Robert|Johnson|M|222 Robert Vista|Rocky River|OH|44116|41.4694|-81.8512|20268|Communications engineer|1957-04-16|485572028745|adults_50up_male_urban.json
728-08-5149|2704390552958068|Jennifer|Contreras|F|38241 Scott Harbor|Rocky Point|NY|11778|40.9492|-72.9357|12709|Transport planner|1985-09-09|756767582811|adults_2550_female_urban.json
420-23-0053|4851579197111212590|Mark|Smith|M|35713 Hood Row|Onalaska|WI|54650|43.8974|-91.2314|23377|Engineer, aeronautical|1971-03-13|832138782905|adults_50up_male_urban.json
136-40-0874|6524295633432448|Michael|Baker|M|9558 Gallegos Spur Apt. 096|Barberton|OH|44203|41.0197|-81.6212|41248|Designer, furniture|1944-02-10|625080730349|adults_50up_male_urban.json
720-56-5684|4358841834374016|Jose|Welch|M|79559 Barrett Bypass Suite 150|California City|CA|93505|35.1278|-117.9651|14038|Designer, interior/spatial|1968-03-03|521500975371|adults_50up_male_urban.json
345-83-1642|4427820797996673|Roy|King|M|576 Williams Wells Apt. 816|Florissant|MO|63033|38.7947|-90.2831|108973|Physiological scientist|1979-05-22|295382391974|adults_2550_male_urban.json
411-76-0468|4498392250142579|Jennifer|Murray|F|24412 Michaela Mews|Baltimore|MD|21213|39.3127|-76.581|635495|Chemical engineer|2001-08-25|269398105887|young_adults_female_urban.json
702-72-6132|675925178633|Susan|Barnett|F|316 Lucas Dale Suite 546|Winter Haven|FL|33880|27.9873|-81.7625|95906|Therapist, speech and language|1975-03-30|585807126672|adults_50up_female_urban.json
356-63-9609|569235558099|Linda|Sanders|F|327 Bradley Hollow|Albuquerque|NM|87123|35.0717|-106.509|641349|Presenter, broadcasting|1977-06-09|369765976700|adults_2550_female_urban.json
670-24-6975|4467046226817154|Melissa|Garcia|F|25298 Parks Branch Suite 660|Brooklyn|NY|11236|40.6407|-73.9028|2504700|Immunologist|1958-01-25|285293121891|adults_50up_female_urban.json
650-15-9890|30575851268610|Brittany|Rogers|F|89760 Campbell Crossing Suite 750|Salem|OR|97306|44.8685|-123.0438|249657|Tour manager|1968-04-01|406674938298|adults_50up_female_urban.json
436-44-4853|676142456075|Erika|Fields|F|0863 Christopher Court|Sutter Creek|CA|95685|38.4175|-120.7951|4680|Computer games developer|1958-08-01|162035318102|adults_50up_female_urban.json
506-56-4501|379389701550295|William|Little|M|8154 Morales Ferry|Severn|MD|21144|39.1275|-76.698|31884|Furniture designer|2002-07-14|720358760888|young_adults_male_urban.json
082-56-1908|4498830597367|Denise|Barker|F|8096 Erika Groves|La Mirada|CA|90638|33.9067|-118.0101|49012|Accountant, chartered public finance|1974-04-08|229382103465|adults_50up_female_urban.json
801-54-2127|4795133053194979696|Gary|Price|M|5557 Steven Summit|Grapevine|TX|76051|32.9328|-97.0808|46320|Research scientist (physical sciences)|2005-08-20|585020232980|young_adults_male_urban.json
175-87-6391|4091785138544577020|Mario|Jackson|M|660 Hawkins Overpass Apt. 682|Santa Monica|CA|90405|34.01|-118.4717|92043|Multimedia specialist|1963-09-28|136793283295|adults_50up_male_urban.json
406-28-3463|2714226865369452|Randy|Mccoy|M|886 Michele Park Suite 472|Eldon|MO|65026|38.3401|-92.5736|11551|Editor, film/video|1991-04-20|315250833017|adults_2550_male_urban.json
546-43-7603|4169666309329982|Yvonne|Greene|F|59329 Cohen Land Apt. 968|Lithonia|GA|30058|33.7356|-84.1009|90178|Sales promotion account executive|1983-02-11|214161836654|adults_2550_female_urban.json
469-48-3921|4352410397739738|Rebecca|Kaufman|F|523 Bowen Cliff|Livonia|MI|48152|42.4258|-83.3636|96942|Actor|1977-06-28|37574987741|adults_2550_female_urban.json
694-53-8516|36164819807704|Eileen|Ross|F|6876 Dale Vista|Springfield|MO|65803|37.2593|-93.2912|219752|Garment/textile technologist|1963-03-16|909493428775|adults_50up_female_urban.json
772-15-2769|375237341517733|Peter|Peterson|M|7494 Kathleen Drive Suite 035|Cordova|TN|38018|35.1563|-89.7789|78138|Surveyor, rural practice|1994-09-23|783241936602|adults_2550_male_urban.json
315-92-2594|3577422294643039|Kevin|Hernandez|M|5886 Montgomery Extension|Lenoir|NC|28645|35.9149|-81.5398|47703|Local government officer|1964-11-28|170269045784|adults_50up_male_urban.json
874-65-5150|180067287276019|Gordon|Parker|M|49135 Stevens Route|Atlanta|GA|30319|33.8687|-84.3351|900273|Administrator, charities/voluntary organisations|1987-12-23|823946427847|adults_2550_male_urban.json
234-95-3319|346158148881070|Lacey|Wright|F|233 Thompson Rest Suite 841|Utica|NY|13501|43.0871|-75.2315|71803|Energy manager|1946-10-31|913682726247|adults_50up_female_urban.json
136-67-4961|563399771804|Fernando|Walters|M|1717 Cory Radial|Brooklyn|CT|06234|41.7807|-71.9541|8244|Engineer, structural|1993-03-02|535145596871|adults_2550_male_urban.json
583-02-9531|6011739970469471|Mark|Murphy|M|444 Matthew Springs Suite 712|Ceres|CA|95307|37.5833|-120.9496|42753|Ranger/warden|1985-03-16|347920342513|adults_2550_male_urban.json
482-64-2673|4641758231334848|Erica|Moreno|F|493 Mario Fields|Kennewick|WA|99336|46.2109|-119.168|90153|Occupational hygienist|1970-05-03|188058626828|adults_50up_female_urban.json
625-85-2575|379643474524550|Ronald|Stewart|M|9660 Brown Lodge Suite 274|Rawlings|MD|21557|39.5214|-78.9062|1895|Advertising account executive|1966-05-16|776609686046|adults_50up_male_rural.json
214-85-4194|4056658833987411326|Gabriel|Castillo|M|67349 Brown Centers Suite 485|Ennis|TX|75119|32.3321|-96.6224|26601|Primary school teacher|2001-11-18|313204503271|young_adults_male_urban.json
484-18-1213|372294938173597|Kimberly|Guerrero|F|021 Krueger Lake Suite 325|Barrington|NH|03825|43.2027|-71.0377|8512|Psychotherapist|1981-10-11|503489061585|adults_2550_female_urban.json
342-26-4244|4216667080850960851|Richard|Vasquez|M|119 Terri Tunnel Apt. 828|Allentown|PA|18103|40.5891|-75.4645|166081|Chartered loss adjuster|1967-04-28|672026861824|adults_50up_male_urban.json
196-97-1198|4477251295786060|Laura|Smith|F|03562 Foley Prairie Suite 873|Orlando|FL|32828|28.5523|-81.1795|878243|Teacher, special educational needs|1938-02-14|390521432741|adults_50up_female_urban.json
889-74-2501|4342108902851|Tina|Murphy|F|33426 Hall Forge Suite 027|Arlington|VA|22204|38.859|-77.0997|207410|Community pharmacist|2002-04-28|27380905918|young_adults_female_urban.json
889-96-3418|6011776336911283|Susan|Ramsey|F|31795 Perry Fords|Picayune|MS|39466|30.5418|-89.691|27738|Chemical engineer|1981-02-08|557485858302|adults_2550_female_urban.json
490-33-8336|2400666155416431|Zachary|Miller|M|0450 Melanie Fall Apt. 282|Mc Lean|VA|22102|38.953|-77.2295|51872|Counselling psychologist|1973-03-30|518381379332|adults_50up_male_urban.json
063-77-3438|3559626228225125|Alvin|Harris|M|549 Johnson Burg Suite 070|Mc Rae|GA|31055|32.0435|-82.8877|8245|Cytogeneticist|1987-04-29|450600381837|adults_2550_male_urban.json
553-49-9806|3521053161177681|Jessica|Vincent|F|7742 Douglas Lakes|Rice|VA|23966|37.2721|-78.2793|2337|Visual merchandiser|1960-07-31|788849908535|adults_50up_female_rural.json
490-64-9360|4382231164912|David|King|M|7988 Wolf Curve Suite 652|Vinemont|AL|35179|34.2621|-86.9125|8958|TEFL teacher|1989-04-12|38013675017|adults_2550_male_urban.json
819-50-0787|4020326509779|Shannon|Lopez|F|3794 Wilson Harbors Suite 524|Fond Du Lac|WI|54935|43.7742|-88.4352|60763|Licensed conveyancer|1963-06-13|961243696222|adults_50up_female_urban.json
791-71-7477|4584156082137114|Krista|Phillips|F|7681 Raymond Pass Apt. 230|North Freedom|WI|53951|43.4106|-89.849|2601|Engineer, civil (contracting)|1959-07-31|819193768173|adults_50up_female_urban.json
539-77-2487|3585838252129325|Joshua|Friedman|M|40646 English Mountain Suite 240|Everett|WA|98208|47.8948|-122.1987|168159|Cabin crew|1971-01-16|778468531443|adults_50up_male_urban.json
685-40-3421|3506227236266930|Danielle|Bell|F|2619 Jamie Divide|Green Bay|WI|54303|44.5522|-88.0788|179116|Health and safety adviser|1992-11-28|359748971547|adults_2550_female_urban.json
653-16-8530|4973741897215406411|Lori|Simmons|F|743 Christopher Street|Leighton|AL|35646|34.711|-87.5221|4635|Toxicologist|1984-05-13|661252024289|adults_2550_female_urban.json
248-86-8103|3560144485645107|Ashley|Shaffer|F|739 Wade Cove|Newnan|GA|30265|33.3958|-84.7121|84721|Ranger/warden|1958-05-02|668127993443|adults_50up_female_urban.json
385-78-8503|4091919113599669|Michelle|Williams|F|9806 Caldwell Burg Apt. 920|Pepperell|MA|01463|42.6689|-71.5934|11497|Land/geomatics surveyor|1997-03-31|318251940718|adults_2550_female_urban.json
822-04-7482|4553470574238856529|Ryan|Gates|M|9835 Garcia Stravenue Apt. 659|Fayetteville|NC|28312|34.9549|-78.7408|238602|Research scientist (medical)|1982-01-08|204609987136|adults_2550_male_urban.json
208-34-7954|377522501394884|Elizabeth|Castro|F|9131 Jennifer Wells|Milton|FL|32570|30.6604|-87.0473|83284|Ophthalmologist|1963-01-07|291423017823|adults_50up_female_urban.json
734-44-8730|372614991537034|Joshua|Contreras|M|73333 Wong Forge Apt. 043|Kailua Kona|HI|96740|19.6531|-155.9798|33321|Advertising art director|1975-12-16|673697967247|adults_2550_male_urban.json
859-57-6792|213162896964542|Jeffrey|Diaz|M|8512 Heath Squares|Toledo|OH|43614|41.6028|-83.6292|316948|Fine artist|1983-06-10|591827411184|adults_2550_male_urban.json
132-13-8315|3585193583749072|Malik|Crawford|M|20878 Paula Neck Apt. 151|Traverse City|MI|49686|44.7849|-85.4907|70019|Health and safety adviser|1984-09-13|277324980156|adults_2550_male_urban.json
029-92-9794|36263748453984|Theresa|Thomas|F|90591 Christina Pines Suite 233|Sonoma|CA|95476|38.2849|-122.4696|35394|Tourist information centre manager|1989-10-05|836546818497|adults_2550_female_urban.json
856-24-0484|4151169666725215|Emily|Thompson|F|7124 Gonzalez Keys Apt. 571|Newton|KS|67114|38.0451|-97.3435|21852|Scientist, research (physical sciences)|1965-02-06|22581940865|adults_50up_female_urban.json
063-72-0970|4120800564099513|Tina|Lopez|F|83512 Berry Mill Apt. 827|Corpus Christi|TX|78415|27.7262|-97.4078|306433|Airline pilot|1967-08-16|41326530154|adults_50up_female_urban.json
813-16-5107|4529821739295786713|Mary|Jones|F|2373 Williams Circle|Chicago|IL|60617|41.7257|-87.556|2680484|Quantity surveyor|1992-04-16|926900789232|adults_2550_female_urban.json
725-97-9686|2615899886834520|Jerome|Gonzalez|M|6617 Travis Islands Suite 964|Fresno|CA|93727|36.7528|-119.7061|570271|Research scientist (medical)|1968-06-11|867550268238|adults_50up_male_urban.json
790-88-0904|213131499825087|Alyssa|Rasmussen|F|58068 William Springs Apt. 317|Cypress|TX|77429|29.9766|-95.6358|122803|Electronics engineer|1949-10-09|244350808753|adults_50up_female_urban.json
328-10-3336|30399006314033|Matthew|Herman|M|63560 Donald Gateway Suite 694|Aliso Viejo|CA|92656|33.5701|-117.7086|49046|Engineer, energy|1966-03-28|966111115187|adults_50up_male_urban.json
755-35-6705|3566643749060726|Mary|Walker|F|27128 Jackson Streets|Orlando|FL|32807|28.5515|-81.3051|878243|Furniture conservator/restorer|1993-03-25|751427365638|adults_2550_female_urban.json
712-51-4667|180049411631871|Curtis|Holmes|M|7113 Marissa Ferry|Atlanta|GA|30338|33.9668|-84.3249|900273|Charity officer|1973-04-30|763484301797|adults_50up_male_urban.json
248-56-6077|30279083350904|Tiffany|Peterson|F|57306 Hernandez Highway Apt. 323|Alexandria|VA|22304|38.8149|-77.121|321490|Legal executive|1979-04-17|793100123412|adults_2550_female_urban.json
026-57-1137|4822850116883|Alicia|Le|F|0213 Patrick Port Apt. 691|Haines|AK|99827|59.2519|-135.542|2602|Environmental manager|1958-12-07|690468289425|adults_50up_female_urban.json
578-70-1212|676379649673|Thomas|Young|M|457 Calhoun Drives Suite 853|Hawthorne|CA|90250|33.9143|-118.3493|93193|Cytogeneticist|1932-03-13|701311738632|adults_50up_male_urban.json
179-50-4215|4064207683625368|Jason|Butler|M|6755 Ortega Dale Apt. 333|Dallas|TX|75240|32.9374|-96.7872|1263321|Teacher, adult education|1985-11-14|802616026842|adults_2550_male_urban.json
803-80-5955|36543627187492|Jennifer|Gonzalez|F|268 White Mills Apt. 369|Prescott|AZ|86303|34.4958|-112.3783|55321|Drilling engineer|1993-06-07|750528233547|adults_2550_female_urban.json
788-20-6585|3526573275998016|Rachel|Miller|F|51553 Susan Inlet|Tallahassee|FL|32311|30.4156|-84.187|245317|Brewing technologist|2006-03-03|684458615763|young_adults_female_urban.json
598-58-7784|344418222618968|Brooke|Tran|F|431 Regina Court Apt. 267|Laurel|MS|39440|31.7054|-89.1312|43244|Museum education officer|2004-09-25|186731777944|young_adults_female_urban.json
601-89-5938|30270795515124|Brandy|Evans|F|13541 Morrison Union Suite 099|Fort Worth|TX|76108|32.7822|-97.4969|813980|Pensions consultant|1934-09-04|188942920570|adults_50up_female_urban.json
872-33-3147|180080752034474|Zachary|Morgan|M|715 David Road Apt. 904|Los Angeles|CA|90035|34.0531|-118.3806|2383912|Museum/gallery conservator|1992-06-04|992994902922|adults_2550_male_urban.json
390-50-0590|3565586652548370|Diane|Miller|F|158 Andrew Crossroad Apt. 312|Waukegan|IL|60087|42.3989|-87.8554|98692|Midwife|1950-12-30|167782722059|adults_50up_female_urban.json
821-31-1432|5105912975191023|Christina|Reese|F|11063 Brendan Common|Fontana|CA|92336|34.1173|-117.4378|221665|Naval architect|1957-06-17|688570896156|adults_50up_female_urban.json
198-61-3233|3592749072801236|Dennis|Humphrey|M|113 Melinda Throughway|Los Angeles|CA|90066|34.003|-118.4298|2383912|Estate agent|1959-01-04|434489300853|adults_50up_male_urban.json
857-76-4862|3584364538044213|Amy|Snyder|F|617 Tiffany Spring|Cincinnati|OH|45209|39.1516|-84.4278|795220|Chartered management accountant|2001-08-13|645612603613|young_adults_female_urban.json
715-88-9921|4945757574758335|Laurie|Williams|F|7756 Melton Mountain Suite 226|Conneaut|OH|44030|41.9345|-80.5803|16652|Personnel officer|1992-04-19|29848451208|adults_2550_female_urban.json
808-41-6250|4650622923106724|Denise|Gonzalez|F|2484 James Rest Suite 662|Frankfort|IN|46041|40.3044|-86.4689|23891|Ranger/warden|1948-09-28|734306692746|adults_50up_female_urban.json
362-14-1097|379423873670423|George|Collins|M|192 Peterson Landing Apt. 597|Oakland|NJ|07436|41.0294|-74.2338|12754|Biomedical scientist|1930-01-12|489702334696|adults_50up_male_urban.json
428-32-3432|345748595325935|Michael|Lynch|M|9705 Patrick Drive|Las Vegas|NV|89142|36.148|-115.0404|1417793|Youth worker|1963-08-03|87280843357|adults_50up_male_urban.json
503-60-9873|3517634250733058|Henry|Oliver|M|5759 Madison Rue|Cleveland|OH|44108|41.5349|-81.609|769341|Emergency planning/management officer|1984-01-03|663991581013|adults_2550_male_urban.json
303-94-0993|3588436604432401|Allen|Schneider|M|57276 Brittney Trace Suite 147|Bowie|MD|20715|38.9797|-76.7435|95216|Health and safety adviser|1957-02-04|773943574861|adults_50up_male_urban.json
465-37-2669|3550105875256807|Mark|Lucas|M|59045 Nicole Centers Apt. 711|Elmwood Park|IL|60707|41.9232|-87.8185|42920|Counselling psychologist|1966-08-20|112320137593|adults_50up_male_urban.json
168-92-3851|2285516517680861|Maria|Foster|F|137 Darius Ways|Riverdale|GA|30296|33.5667|-84.4364|57733|Games developer|1990-10-14|262969664109|adults_2550_female_urban.json
661-88-9138|501837003323|Tiffany|Taylor|F|6608 Vasquez Skyway Suite 810|Memphis|TN|38128|35.2213|-89.9413|697385|Engineer, communications|1961-12-03|41187313288|adults_50up_female_urban.json
236-75-8053|581958263286|Adam|Burton|M|8586 Mary Throughway Suite 535|Houston|TX|77076|29.858|-95.3834|2906700|Gaffer|1976-02-08|130535362395|adults_2550_male_urban.json
293-58-0473|36321061339436|Stacie|Meyers|F|0394 William Inlet Apt. 325|Prince Frederick|MD|20678|38.5336|-76.5955|11045|Engineer, maintenance|1959-02-17|428293890109|adults_50up_female_urban.json
336-59-6403|3577894319100908|Shannon|Arroyo|F|7692 Brian Forge|Miami|FL|33133|25.7378|-80.2248|1737737|Engineer, aeronautical|2000-06-30|468026624377|young_adults_female_urban.json
898-48-1247|4040142473107201139|Jesse|Tanner|M|0971 Jason Locks Suite 007|Tremonton|UT|84337|41.7016|-112.1813|11393|Podiatrist|1979-03-29|514667869039|adults_2550_male_urban.json
180-02-9450|676314473403|Megan|Richmond|F|70096 Conner Stravenue|Tucson|AZ|85711|32.2127|-110.8829|865276|Art gallery manager|1949-01-12|400662540142|adults_50up_female_urban.json
613-48-7476|30255882556297|James|Mcdonald|M|2786 Ali Corners Suite 255|Redmond|WA|98052|47.6718|-122.1232|77226|Psychologist, prison and probation services|1964-01-03|826569757851|adults_50up_male_urban.json
883-88-2692|588295829232|Samantha|Sanders|F|88081 Jonathan Plaza Apt. 357|Lancaster|SC|29720|34.749|-80.7616|46041|Commercial horticulturist|1977-05-07|804556841663|adults_2550_female_urban.json
562-51-8571|4395613723081720|Sydney|Neal|F|64381 Andrew Burgs Suite 132|Catoosa|OK|74015|36.1721|-95.7273|8064|Building surveyor|1980-09-13|275165763588|adults_2550_female_urban.json
122-55-5858|4094565346997993|Amanda|Henry|F|5504 Callahan Lights|Morning View|KY|41063|38.8394|-84.5069|3378|Solicitor|1962-05-26|110680394106|adults_50up_female_urban.json
